DayOfWeek,FlightDate,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,Origin,OriginCityName,OriginState,Dest,DestCityName,DestState,CRSDepTime,CRSArrTime,CRSElapsedTime,Distance,ArrDelay,DelayFactor
7,2015-01-04,WN,N416WN,674,TPA,"Tampa, FL",FL,BWI,"Baltimore, MD",MD,1645.0,1855.0,130.0,842.0,96.0,LateAircraftDelay
1,2011-01-03,B6,N587JB,520,MCO,"Orlando, FL",FL,EWR,"Newark, NJ",NJ,805.0,1030.0,145.0,938.0,-1.0,
4,2016-08-04,AA,N4XJAA,1160,DFW,"Dallas/Fort Worth, TX",TX,RDU,"Raleigh/Durham, NC",NC,705.0,1045.0,160.0,1061.0,17.0,NASDelay
4,2019-06-27,WN,N225WN,1020,SMF,"Sacramento, CA",CA,DEN,"Denver, CO",CO,900.0,1215.0,135.0,909.0,-17.0,
4,2011-03-10,XE,N17928,2481,IAH,"Houston, TX",TX,CRP,"Corpus Christi, TX",TX,1930.0,2031.0,61.0,201.0,20.0,LateAircraftDelay
3,2016-01-13,AA,N183UW,1912,FLL,"Fort Lauderdale, FL",FL,CLT,"Charlotte, NC",NC,620.0,819.0,119.0,632.0,-19.0,
2,2011-03-08,AA,N5ETAA,2485,DFW,"Dallas/Fort Worth, TX",TX,LAX,"Los Angeles, CA",CA,2045.0,2210.0,205.0,1235.0,-20.0,
2,2014-07-15,WN,N966WN,1090,BWI,"Baltimore, MD",MD,ISP,"Islip, NY",NY,1730.0,1835.0,65.0,220.0,225.0,WeatherDelay
4,2010-12-09,OO,N865AS,4541,SLC,"Salt Lake City, UT",UT,TUS,"Tucson, AZ",AZ,957.0,1147.0,110.0,601.0,-2.0,
5,2013-06-14,AA,N3HVAA,493,DFW,"Dallas/Fort Worth, TX",TX,SEA,"Seattle, WA",WA,1035.0,1235.0,240.0,1660.0,36.0,CarrierDelay
2,2014-04-08,VX,N633VA,23,JFK,"New York, NY",NY,SFO,"San Francisco, CA",CA,1030.0,1400.0,390.0,2586.0,34.0,CarrierDelay
2,2011-01-04,AA,N549AA,354,MCI,"Kansas City, MO",MO,ORD,"Chicago, IL",IL,1515.0,1645.0,90.0,403.0,-13.0,
7,2012-04-22,WN,N258WN,738,LGA,"New York, NY",NY,BWI,"Baltimore, MD",MD,1645.0,1810.0,85.0,185.0,25.0,NASDelay
3,2018-02-21,WN,N282WN,6789,SJC,"San Jose, CA",CA,SEA,"Seattle, WA",WA,1245.0,1455.0,130.0,696.0,27.0,CarrierDelay
6,2012-12-22,YV,N928LR,2740,PHX,"Phoenix, AZ",AZ,RNO,"Reno, NV",NV,1100.0,1150.0,110.0,601.0,218.0,WeatherDelay
6,2016-10-15,UA,N17719,711,MSY,"New Orleans, LA",LA,EWR,"Newark, NJ",NJ,1235.0,1630.0,175.0,1167.0,24.0,NASDelay
4,2012-04-12,UA,N820UA,679,ORD,"Chicago, IL",IL,DEN,"Denver, CO",CO,600.0,735.0,155.0,888.0,-19.0,
3,2013-04-17,EV,N708EV,4929,DTW,"Detroit, MI",MI,OMA,"Omaha, NE",NE,2011.0,2120.0,129.0,651.0,39.0,LateAircraftDelay
5,2015-09-11,UA,N78524,1770,IAH,"Houston, TX",TX,LAS,"Las Vegas, NV",NV,1753.0,1915.0,202.0,1222.0,95.0,CarrierDelay
1,2011-08-29,UA,N830UA,255,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1230.0,1359.0,149.0,733.0,-29.0,
5,2012-08-10,WN,N262WN,384,LAX,"Los Angeles, CA",CA,OAK,"Oakland, CA",CA,1530.0,1640.0,70.0,337.0,15.0,LateAircraftDelay
7,2016-10-02,WN,N794SW,2371,SJC,"San Jose, CA",CA,LAX,"Los Angeles, CA",CA,1810.0,1920.0,70.0,308.0,31.0,NASDelay
5,2014-02-07,EV,N14125,4402,IAH,"Houston, TX",TX,SDF,"Louisville, KY",KY,1306.0,1617.0,131.0,788.0,-19.0,
2,2016-12-20,UA,N14250,1831,LAX,"Los Angeles, CA",CA,SFO,"San Francisco, CA",CA,605.0,732.0,87.0,337.0,-9.0,
3,2017-01-25,EV,N858AS,5559,ATL,"Atlanta, GA",GA,CRW,"Charleston/Dunbar, WV",WV,1511.0,1634.0,83.0,363.0,-7.0,
4,2013-01-10,MQ,N852MQ,3394,BTR,"Baton Rouge, LA",LA,DFW,"Dallas/Fort Worth, TX",TX,1855.0,2025.0,90.0,383.0,24.0,LateAircraftDelay
2,2011-06-21,UA,N445UA,238,SAN,"San Diego, CA",CA,IAD,"Washington, DC",VA,2230.0,620.0,290.0,2253.0,-6.0,
7,2014-11-09,UA,N440UA,316,IAH,"Houston, TX",TX,TPA,"Tampa, FL",FL,1254.0,1556.0,122.0,787.0,-8.0,
3,2015-12-16,UA,N497UA,543,IAD,"Washington, DC",VA,IAH,"Houston, TX",TX,545.0,810.0,205.0,1190.0,19.0,NASDelay
2,2016-12-20,EV,N12166,4076,CRW,"Charleston/Dunbar, WV",WV,IAH,"Houston, TX",TX,1651.0,1855.0,184.0,975.0,-11.0,
7,2018-08-19,OO,N265SY,3610,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1815.0,2000.0,165.0,733.0,-21.0,
7,2013-07-28,B6,N523JB,1272,FLL,"Fort Lauderdale, FL",FL,LGA,"New York, NY",NY,1247.0,1542.0,175.0,1076.0,-1.0,
2,2018-05-08,WN,N7862A,1908,MCO,"Orlando, FL",FL,FLL,"Fort Lauderdale, FL",FL,700.0,800.0,60.0,177.0,97.0,CarrierDelay
6,2011-11-05,DL,N924DL,788,SYR,"Syracuse, NY",NY,ATL,"Atlanta, GA",GA,637.0,910.0,153.0,794.0,-7.0,
6,2017-09-23,WN,N773SA,2871,BWI,"Baltimore, MD",MD,BOS,"Boston, MA",MA,2140.0,2310.0,90.0,369.0,-7.0,
4,2010-09-30,YV,N989HA,2866,PHX,"Phoenix, AZ",AZ,FLG,"Flagstaff, AZ",AZ,2133.0,2228.0,55.0,119.0,-13.0,
4,2017-02-02,EV,N11565,4112,IAH,"Houston, TX",TX,DSM,"Des Moines, IA",IA,1506.0,1734.0,148.0,802.0,-16.0,
6,2019-01-19,NK,N604NK,627,MCI,"Kansas City, MO",MO,DTW,"Detroit, MI",MI,1230.0,1520.0,110.0,629.0,-5.0,
5,2013-07-26,EV,N16525,5661,IAH,"Houston, TX",TX,TUL,"Tulsa, OK",OK,709.0,839.0,90.0,429.0,28.0,NASDelay
2,2012-07-10,DL,N962DN,2355,ATL,"Atlanta, GA",GA,BHM,"Birmingham, AL",AL,2305.0,2258.0,53.0,134.0,155.0,WeatherDelay
2,2019-08-13,OH,N554NN,5539,BGR,"Bangor, ME",ME,CLT,"Charlotte, NC",NC,1624.0,1915.0,171.0,921.0,19.0,NASDelay
7,2014-05-18,US,N648AW,601,EWR,"Newark, NJ",NJ,PHX,"Phoenix, AZ",AZ,1630.0,1901.0,331.0,2133.0,-32.0,
5,2013-03-01,UA,N468UA,237,PIT,"Pittsburgh, PA",PA,SFO,"San Francisco, CA",CA,600.0,845.0,345.0,2254.0,-6.0,
3,2016-11-02,WN,N418WN,1528,MCI,"Kansas City, MO",MO,BOS,"Boston, MA",MA,1320.0,1715.0,175.0,1256.0,-3.0,
3,2010-08-25,OH,N582CA,6463,BOS,"Boston, MA",MA,CVG,"Cincinnati, OH",KY,1020.0,1243.0,143.0,752.0,37.0,WeatherDelay
1,2018-04-02,AA,N977UY,1881,PHL,"Philadelphia, PA",PA,PHX,"Phoenix, AZ",AZ,1752.0,2023.0,331.0,2075.0,74.0,CarrierDelay
1,2011-08-08,YV,N511MJ,3754,BUF,"Buffalo, NY",NY,IAD,"Washington, DC",VA,2009.0,2115.0,66.0,283.0,15.0,WeatherDelay
6,2016-10-29,DL,N1402A,2611,ATL,"Atlanta, GA",GA,SFO,"San Francisco, CA",CA,1645.0,1904.0,319.0,2139.0,-15.0,
2,2015-08-18,UA,N547UA,451,ORD,"Chicago, IL",IL,JAC,"Jackson, WY",WY,1635.0,1836.0,181.0,1162.0,33.0,NASDelay
5,2015-03-06,B6,N775JB,672,FLL,"Fort Lauderdale, FL",FL,LGA,"New York, NY",NY,1831.0,2129.0,178.0,1076.0,54.0,NASDelay
7,2018-08-19,WN,N289CT,5285,AUS,"Austin, TX",TX,DEN,"Denver, CO",CO,1955.0,2105.0,130.0,775.0,-16.0,
4,2013-02-28,WN,N243WN,450,DEN,"Denver, CO",CO,AUS,"Austin, TX",TX,2105.0,5.0,120.0,775.0,-11.0,
1,2017-01-02,EV,N26549,3846,IAH,"Houston, TX",TX,MEM,"Memphis, TN",TN,925.0,1107.0,102.0,468.0,58.0,WeatherDelay
6,2017-03-04,WN,N7820L,1305,STL,"St. Louis, MO",MO,LIT,"Little Rock, AR",AR,1530.0,1635.0,65.0,296.0,-6.0,
2,2015-12-08,OO,N689CA,4598,SEA,"Seattle, WA",WA,BOI,"Boise, ID",ID,2150.0,15.0,85.0,399.0,52.0,CarrierDelay
4,2017-09-21,WN,N7879A,1492,BUF,"Buffalo, NY",NY,BWI,"Baltimore, MD",MD,1750.0,1900.0,70.0,281.0,42.0,LateAircraftDelay
2,2014-06-03,EV,N13964,3806,ATL,"Atlanta, GA",GA,EWR,"Newark, NJ",NJ,1759.0,2029.0,150.0,746.0,28.0,NASDelay
5,2016-07-01,AS,N768AS,64,JNU,"Juneau, AK",AK,PSG,"Petersburg, AK",AK,1445.0,1531.0,46.0,123.0,0.0,
3,2015-07-08,AA,N503AA,149,ELP,"El Paso, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,1146.0,1434.0,108.0,551.0,79.0,NASDelay
5,2014-11-14,WN,N391SW,1873,ONT,"Ontario, CA",CA,SMF,"Sacramento, CA",CA,1810.0,1925.0,75.0,390.0,44.0,LateAircraftDelay
7,2013-05-19,9E,N827AY,4235,MSP,"Minneapolis, MN",MN,RST,"Rochester, MN",MN,1630.0,1712.0,42.0,76.0,81.0,WeatherDelay
7,2013-12-22,MQ,N535MQ,3734,LGA,"New York, NY",NY,BNA,"Nashville, TN",TN,1600.0,1730.0,150.0,764.0,74.0,WeatherDelay
2,2011-10-04,HA,N484HA,556,HNL,"Honolulu, HI",HI,OGG,"Kahului, HI",HI,1937.0,2014.0,37.0,101.0,-4.0,
7,2016-01-17,WN,N640SW,1155,EWR,"Newark, NJ",NJ,STL,"St. Louis, MO",MO,1825.0,2020.0,175.0,872.0,18.0,LateAircraftDelay
4,2019-09-12,DL,N920AT,1986,IAD,"Washington, DC",VA,MSP,"Minneapolis, MN",MN,1705.0,1855.0,170.0,908.0,28.0,CarrierDelay
5,2015-09-25,AA,N122US,1813,CLT,"Charlotte, NC",NC,TPA,"Tampa, FL",FL,745.0,926.0,101.0,507.0,-9.0,
3,2019-11-06,YX,N208JQ,5958,DCA,"Washington, DC",VA,LGA,"New York, NY",NY,2000.0,2131.0,91.0,214.0,-17.0,
2,2012-10-16,WN,N425LV,335,SFO,"San Francisco, CA",CA,MDW,"Chicago, IL",IL,1045.0,1655.0,250.0,1855.0,33.0,LateAircraftDelay
1,2017-06-05,WN,N905WN,774,PHX,"Phoenix, AZ",AZ,BNA,"Nashville, TN",TN,1230.0,1745.0,195.0,1449.0,-3.0,
4,2015-06-04,HA,N479HA,368,HNL,"Honolulu, HI",HI,KOA,"Kona, HI",HI,827.0,910.0,43.0,163.0,-3.0,
6,2010-05-22,OO,N233SW,6373,SBA,"Santa Barbara, CA",CA,SJC,"San Jose, CA",CA,1134.0,1247.0,73.0,234.0,-6.0,
4,2015-06-18,DL,N833DN,1893,DTW,"Detroit, MI",MI,ATL,"Atlanta, GA",GA,834.0,1035.0,121.0,594.0,-2.0,
4,2013-05-23,9E,N831AY,4132,LAN,"Lansing, MI",MI,DTW,"Detroit, MI",MI,1330.0,1423.0,53.0,74.0,35.0,LateAircraftDelay
6,2015-01-03,F9,N920FR,806,DEN,"Denver, CO",CO,PBI,"West Palm Beach/Palm Beach, FL",FL,1055.0,1635.0,220.0,1679.0,19.0,NASDelay
7,2013-10-27,VX,N528VA,474,LAX,"Los Angeles, CA",CA,LAS,"Las Vegas, NV",NV,1050.0,1200.0,70.0,236.0,25.0,CarrierDelay
3,2013-01-23,DL,N3757D,1920,LAX,"Los Angeles, CA",CA,MEM,"Memphis, TN",TN,140.0,714.0,214.0,1619.0,-6.0,
2,2017-03-07,WN,N553WN,119,CMH,"Columbus, OH",OH,RSW,"Fort Myers, FL",FL,600.0,845.0,165.0,930.0,-27.0,
3,2016-05-25,WN,N8600F,3637,DEN,"Denver, CO",CO,MDW,"Chicago, IL",IL,1645.0,2005.0,140.0,895.0,36.0,WeatherDelay
6,2013-04-20,UA,N14242,1733,IAD,"Washington, DC",VA,BOS,"Boston, MA",MA,2218.0,2356.0,98.0,413.0,-10.0,
4,2015-01-15,UA,N811UA,711,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,900.0,1048.0,168.0,733.0,-28.0,
4,2010-10-21,B6,N639JB,1421,PDX,"Portland, OR",OR,LGB,"Long Beach, CA",CA,710.0,927.0,137.0,846.0,-8.0,
2,2015-02-03,MQ,N851MQ,3273,LGA,"New York, NY",NY,CHO,"Charlottesville, VA",VA,1229.0,1358.0,89.0,305.0,-8.0,
1,2014-12-01,US,N951UW,2195,LGA,"New York, NY",NY,DCA,"Washington, DC",VA,2000.0,2120.0,80.0,214.0,84.0,LateAircraftDelay
6,2010-11-27,YV,N956LR,2773,PHX,"Phoenix, AZ",AZ,PSP,"Palm Springs, CA",CA,840.0,847.0,67.0,261.0,-12.0,
1,2016-12-26,WN,N8609A,4462,FLL,"Fort Lauderdale, FL",FL,STL,"St. Louis, MO",MO,1435.0,1630.0,175.0,1057.0,66.0,LateAircraftDelay
5,2011-01-21,WN,N210WN,3254,MCI,"Kansas City, MO",MO,STL,"St. Louis, MO",MO,955.0,1055.0,60.0,237.0,-4.0,
4,2011-10-06,XE,N15574,4382,BTR,"Baton Rouge, LA",LA,IAH,"Houston, TX",TX,520.0,634.0,74.0,253.0,-18.0,
6,2010-11-27,DL,N346NB,1076,JFK,"New York, NY",NY,SAT,"San Antonio, TX",TX,2015.0,2342.0,267.0,1587.0,-32.0,
1,2012-04-23,OO,N782SK,5442,PHX,"Phoenix, AZ",AZ,LAX,"Los Angeles, CA",CA,1041.0,1210.0,89.0,370.0,21.0,CarrierDelay
3,2015-01-28,MQ,N509MQ,3257,LGA,"New York, NY",NY,RDU,"Raleigh/Durham, NC",NC,2100.0,2237.0,97.0,431.0,-21.0,
6,2015-04-04,AA,N3AXAA,127,IAD,"Washington, DC",VA,DFW,"Dallas/Fort Worth, TX",TX,530.0,754.0,204.0,1172.0,-4.0,
5,2011-11-18,YV,N7305V,2764,PHX,"Phoenix, AZ",AZ,LAX,"Los Angeles, CA",CA,949.0,1024.0,95.0,370.0,23.0,NASDelay
1,2011-08-08,DL,N965DL,1504,ATL,"Atlanta, GA",GA,IAD,"Washington, DC",VA,1629.0,1839.0,130.0,534.0,-23.0,
6,2014-06-21,WN,N211WN,4321,LAS,"Las Vegas, NV",NV,BOI,"Boise, ID",ID,1940.0,2215.0,95.0,519.0,52.0,CarrierDelay
5,2015-07-03,AA,N4WLAA,351,DFW,"Dallas/Fort Worth, TX",TX,IAH,"Houston, TX",TX,1355.0,1509.0,74.0,224.0,46.0,CarrierDelay
6,2012-10-13,WN,N730SW,198,HOU,"Houston, TX",TX,LAS,"Las Vegas, NV",NV,1705.0,1820.0,195.0,1235.0,25.0,LateAircraftDelay
5,2019-11-15,AA,N965AN,2209,STL,"St. Louis, MO",MO,ORD,"Chicago, IL",IL,925.0,1048.0,83.0,258.0,87.0,CarrierDelay
4,2015-05-07,DL,N693DL,1649,LAX,"Los Angeles, CA",CA,MCO,"Orlando, FL",FL,1530.0,2313.0,283.0,2218.0,24.0,CarrierDelay
4,2011-05-19,EV,N877AS,5693,IAD,"Washington, DC",VA,JFK,"New York, NY",NY,1225.0,1347.0,82.0,228.0,15.0,WeatherDelay
2,2011-11-29,DL,N355NW,794,MSP,"Minneapolis, MN",MN,SLC,"Salt Lake City, UT",UT,900.0,1057.0,177.0,991.0,-25.0,
3,2018-04-11,YV,N407SW,5900,BUR,"Burbank, CA",CA,PHX,"Phoenix, AZ",AZ,1240.0,1413.0,93.0,369.0,-6.0,
7,2010-06-27,AA,N391AA,613,JFK,"New York, NY",NY,MIA,"Miami, FL",FL,1830.0,2205.0,215.0,1090.0,166.0,NASDelay
2,2011-05-31,WN,N260WN,8,TUL,"Tulsa, OK",OK,LAS,"Las Vegas, NV",NV,1045.0,1140.0,175.0,1076.0,31.0,CarrierDelay
1,2011-07-04,MQ,N853MQ,3180,SJC,"San Jose, CA",CA,LAX,"Los Angeles, CA",CA,1510.0,1630.0,80.0,308.0,-6.0,
2,2010-04-06,OO,N927SW,5927,DEN,"Denver, CO",CO,DRO,"Durango, CO",CO,1759.0,1904.0,65.0,251.0,16.0,LateAircraftDelay
1,2018-04-02,AA,N809AW,665,PHX,"Phoenix, AZ",AZ,CMH,"Columbus, OH",OH,845.0,1531.0,226.0,1670.0,17.0,NASDelay
2,2013-10-15,OO,N679SA,5327,DEN,"Denver, CO",CO,MAF,"Midland/Odessa, TX",TX,959.0,1238.0,99.0,563.0,23.0,NASDelay
1,2018-10-15,OO,N125SY,5378,DEN,"Denver, CO",CO,FSD,"Sioux Falls, SD",SD,1410.0,1644.0,94.0,483.0,79.0,LateAircraftDelay
4,2018-01-25,AA,N802NN,365,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,1630.0,1929.0,119.0,733.0,-3.0,
5,2014-04-11,EV,N881AS,5315,MGM,"Montgomery, AL",AL,ATL,"Atlanta, GA",GA,730.0,929.0,59.0,147.0,-12.0,
4,2016-03-03,NK,N606NK,832,IAH,"Houston, TX",TX,MCO,"Orlando, FL",FL,710.0,1019.0,129.0,854.0,35.0,NASDelay
6,2019-06-29,WN,N401WN,3165,DAL,"Dallas, TX",TX,MEM,"Memphis, TN",TN,1850.0,2015.0,85.0,423.0,58.0,WeatherDelay
3,2019-03-13,UA,N67812,2342,SFO,"San Francisco, CA",CA,PHX,"Phoenix, AZ",AZ,2032.0,2229.0,117.0,651.0,114.0,LateAircraftDelay
6,2011-02-26,UA,N479UA,306,LAX,"Los Angeles, CA",CA,BWI,"Baltimore, MD",MD,1258.0,2102.0,304.0,2329.0,-51.0,
3,2018-07-25,YV,N86334,6040,IAH,"Houston, TX",TX,OKC,"Oklahoma City, OK",OK,950.0,1118.0,88.0,395.0,0.0,
5,2016-03-04,OO,N869AS,2932,ORD,"Chicago, IL",IL,ICT,"Wichita, KS",KS,2025.0,2225.0,120.0,588.0,21.0,LateAircraftDelay
2,2018-03-13,AA,N815NN,328,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,1030.0,1223.0,173.0,733.0,16.0,NASDelay
6,2010-06-12,US,N830AW,204,SFO,"San Francisco, CA",CA,PHX,"Phoenix, AZ",AZ,900.0,1057.0,117.0,651.0,-25.0,
7,2013-09-15,DL,N925DN,1113,ATL,"Atlanta, GA",GA,ORF,"Norfolk, VA",VA,728.0,859.0,91.0,516.0,18.0,CarrierDelay
2,2019-01-15,UA,N65832,689,IAD,"Washington, DC",VA,MCO,"Orlando, FL",FL,2215.0,36.0,141.0,758.0,-17.0,
4,2016-02-25,EV,N17115,4456,IAH,"Houston, TX",TX,AMA,"Amarillo, TX",TX,930.0,1121.0,111.0,517.0,-10.0,
7,2015-04-12,UA,N803UA,267,OKC,"Oklahoma City, OK",OK,DEN,"Denver, CO",CO,630.0,711.0,101.0,495.0,-10.0,
5,2012-04-27,FL,N982AT,364,MCO,"Orlando, FL",FL,BUF,"Buffalo, NY",NY,1550.0,1824.0,154.0,1011.0,38.0,LateAircraftDelay
1,2010-06-07,WN,N228WN,237,BNA,"Nashville, TN",TN,BDL,"Hartford, CT",CT,1325.0,1645.0,140.0,852.0,-6.0,
2,2014-08-12,F9,N923FR,159,DSM,"Des Moines, IA",IA,DEN,"Denver, CO",CO,1342.0,1425.0,103.0,589.0,147.0,LateAircraftDelay
4,2017-04-27,NK,N618NK,641,BOS,"Boston, MA",MA,LAS,"Las Vegas, NV",NV,1858.0,2150.0,352.0,2381.0,51.0,NASDelay
5,2015-04-24,B6,N323JB,2105,EWR,"Newark, NJ",NJ,FLL,"Fort Lauderdale, FL",FL,2125.0,22.0,177.0,1065.0,-19.0,
2,2010-07-27,EV,N923EV,5068,MDT,"Harrisburg, PA",PA,ATL,"Atlanta, GA",GA,1310.0,1515.0,125.0,619.0,0.0,
6,2019-07-20,YX,N639RW,3704,ORD,"Chicago, IL",IL,IND,"Indianapolis, IN",IN,1815.0,2028.0,73.0,177.0,782.0,WeatherDelay
5,2011-05-20,XE,N12142,2326,PHL,"Philadelphia, PA",PA,CLE,"Cleveland, OH",OH,932.0,1109.0,97.0,363.0,65.0,LateAircraftDelay
1,2010-04-12,US,N650AW,498,DEN,"Denver, CO",CO,CLT,"Charlotte, NC",NC,59.0,606.0,187.0,1338.0,-11.0,
5,2011-07-01,MQ,N697MQ,4291,BUF,"Buffalo, NY",NY,ORD,"Chicago, IL",IL,1040.0,1125.0,105.0,473.0,154.0,NASDelay
1,2012-01-09,EV,N13566,4353,EWR,"Newark, NJ",NJ,GSO,"Greensboro/High Point, NC",NC,1229.0,1408.0,99.0,445.0,-5.0,
1,2019-04-29,OO,N454SW,3842,HLN,"Helena, MT",MT,SLC,"Salt Lake City, UT",UT,1755.0,1921.0,86.0,402.0,16.0,NASDelay
3,2018-03-21,EV,N716EV,5492,CLE,"Cleveland, OH",OH,MSP,"Minneapolis, MN",MN,704.0,815.0,131.0,622.0,46.0,CarrierDelay
5,2011-07-01,XE,N16546,2445,CLE,"Cleveland, OH",OH,CLT,"Charlotte, NC",NC,1855.0,2017.0,82.0,430.0,98.0,CarrierDelay
5,2013-05-24,MQ,N686MQ,4113,PIT,"Pittsburgh, PA",PA,ORD,"Chicago, IL",IL,1610.0,1640.0,90.0,413.0,-15.0,
1,2018-09-10,YV,N86322,6186,IAH,"Houston, TX",TX,ATL,"Atlanta, GA",GA,1835.0,2134.0,119.0,689.0,0.0,
6,2018-12-29,OO,N264SY,3741,DCA,"Washington, DC",VA,RDU,"Raleigh/Durham, NC",NC,815.0,929.0,74.0,227.0,-2.0,
4,2016-08-25,AA,N425AA,1539,RDU,"Raleigh/Durham, NC",NC,ORD,"Chicago, IL",IL,736.0,850.0,134.0,646.0,-20.0,
3,2013-01-16,WN,N242WN,981,LGA,"New York, NY",NY,MKE,"Milwaukee, WI",WI,1905.0,2040.0,155.0,738.0,60.0,LateAircraftDelay
4,2018-06-21,9E,N909XJ,5392,SHV,"Shreveport, LA",LA,ATL,"Atlanta, GA",GA,600.0,847.0,107.0,551.0,-15.0,
4,2012-09-06,OO,N973SW,5618,DEN,"Denver, CO",CO,EUG,"Eugene, OR",OR,1257.0,1446.0,169.0,996.0,135.0,WeatherDelay
6,2012-01-07,HA,N488HA,107,KOA,"Kona, HI",HI,HNL,"Honolulu, HI",HI,613.0,655.0,42.0,163.0,0.0,
1,2018-01-08,NK,N514NK,630,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,1805.0,2117.0,132.0,733.0,96.0,WeatherDelay
4,2018-11-22,DL,N360NB,2028,OAK,"Oakland, CA",CA,SLC,"Salt Lake City, UT",UT,1040.0,1315.0,95.0,588.0,-4.0,
1,2018-01-08,YX,N403YX,4594,GSO,"Greensboro/High Point, NC",NC,MIA,"Miami, FL",FL,530.0,742.0,132.0,710.0,-7.0,
3,2016-09-21,EV,N11548,3914,ORD,"Chicago, IL",IL,MSN,"Madison, WI",WI,1040.0,1130.0,50.0,108.0,50.0,WeatherDelay
6,2015-07-18,DL,N993AT,852,ATL,"Atlanta, GA",GA,IAD,"Washington, DC",VA,1050.0,1239.0,109.0,534.0,-1.0,
5,2017-04-21,AA,N653AA,787,CLT,"Charlotte, NC",NC,ATL,"Atlanta, GA",GA,1610.0,1725.0,75.0,226.0,-8.0,
4,2016-08-25,AA,N280AY,769,PHL,"Philadelphia, PA",PA,MCO,"Orlando, FL",FL,1550.0,1826.0,156.0,861.0,224.0,CarrierDelay
5,2018-06-15,OO,N806SK,3602,PVD,"Providence, RI",RI,DTW,"Detroit, MI",MI,1700.0,1904.0,124.0,615.0,-22.0,
3,2012-09-12,AA,N3AJAA,1693,ORD,"Chicago, IL",IL,SFO,"San Francisco, CA",CA,1435.0,1655.0,260.0,1846.0,26.0,NASDelay
2,2013-08-27,AA,N3ABAA,1402,SNA,"Santa Ana, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,1305.0,1755.0,170.0,1205.0,-4.0,
3,2014-10-29,US,N154UW,895,ORD,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,1855.0,2151.0,116.0,678.0,-5.0,
3,2017-04-26,WN,N8509U,1467,SAN,"San Diego, CA",CA,STL,"St. Louis, MO",MO,920.0,1450.0,210.0,1557.0,-1.0,
2,2013-07-09,OO,N910SW,6208,DEN,"Denver, CO",CO,MOT,"Minot, ND",ND,1401.0,1646.0,105.0,604.0,34.0,LateAircraftDelay
2,2015-01-06,WN,N619SW,4020,LAX,"Los Angeles, CA",CA,SAT,"San Antonio, TX",TX,835.0,1315.0,160.0,1211.0,24.0,NASDelay
2,2013-05-07,US,N117UW,1558,FLL,"Fort Lauderdale, FL",FL,PHL,"Philadelphia, PA",PA,1925.0,2204.0,159.0,992.0,-20.0,
4,2015-04-30,AA,N4YFAA,1079,RDU,"Raleigh/Durham, NC",NC,DFW,"Dallas/Fort Worth, TX",TX,1850.0,2058.0,188.0,1061.0,18.0,WeatherDelay
5,2010-04-30,US,N813AW,679,PHX,"Phoenix, AZ",AZ,BOI,"Boise, ID",ID,948.0,1253.0,125.0,735.0,21.0,NASDelay
2,2014-12-02,AS,N530AS,464,SEA,"Seattle, WA",WA,LAX,"Los Angeles, CA",CA,1855.0,2133.0,158.0,954.0,19.0,NASDelay
7,2013-07-21,OO,N294SW,5470,SMF,"Sacramento, CA",CA,SFO,"San Francisco, CA",CA,1706.0,1753.0,47.0,86.0,-1.0,
3,2019-10-09,WN,N8309C,532,MDW,"Chicago, IL",IL,PHX,"Phoenix, AZ",AZ,1140.0,1335.0,235.0,1444.0,-23.0,
7,2011-03-20,MQ,N933MQ,3617,MIA,"Miami, FL",FL,IND,"Indianapolis, IN",IN,835.0,1125.0,170.0,1021.0,69.0,CarrierDelay
7,2012-04-15,MQ,N908MQ,4035,ORD,"Chicago, IL",IL,MQT,"Marquette, MI",MI,1840.0,2050.0,70.0,303.0,765.0,WeatherDelay
5,2010-09-17,FL,N998AT,268,ATL,"Atlanta, GA",GA,BOS,"Boston, MA",MA,1648.0,1919.0,151.0,946.0,74.0,NASDelay
1,2011-07-25,WN,N329SW,1241,CLE,"Cleveland, OH",OH,BWI,"Baltimore, MD",MD,1635.0,1745.0,70.0,314.0,152.0,WeatherDelay
4,2015-09-03,AS,N302AS,603,LAS,"Las Vegas, NV",NV,SEA,"Seattle, WA",WA,1110.0,1340.0,150.0,867.0,17.0,CarrierDelay
4,2011-10-13,DL,N947DL,783,MSP,"Minneapolis, MN",MN,ATL,"Atlanta, GA",GA,630.0,1013.0,163.0,907.0,-19.0,
1,2019-03-18,UA,N38451,2215,PHX,"Phoenix, AZ",AZ,SFO,"San Francisco, CA",CA,515.0,720.0,125.0,651.0,-13.0,
5,2014-08-22,MQ,N800MQ,3644,LGA,"New York, NY",NY,RIC,"Richmond, VA",VA,745.0,905.0,80.0,292.0,-19.0,
7,2010-11-28,OO,N866AS,4855,SLC,"Salt Lake City, UT",UT,BIL,"Billings, MT",MT,951.0,1115.0,84.0,387.0,42.0,NASDelay
